영문공항명,한글공항명,공항코드1(IATA),공항코드2(ICAO),지역,영문국가명,한글국가명,영문도시명,도시명
Granville Airport,그랜빌 공항,GFR,LFRF,유럽,France,프랑스,Granville / Mont Saint-Michel,그랜빌 / 몽생미셸
Greater Frederiction Airport,프레데릭튼 공항,YFC,CYFC,북미,Canada,캐나다,Fredericton NB,프레더릭턴 NB
Greater Moncton International Airport,그레이터 몽튼 국제공항,YQM,CYQM,북미,Canada,캐나다,Moncton NB,몬톤 NB
Greater Peoria Airport,그레이터 피오리아 공항,PIA,KPIA,북미,United States,미국,Peoria IL,피오리아 1세
Greater Rochester International Airport,그레이터 로체스터 국제공항,ROC,KROC,북미,United States,미국,Rochester NY,로체스터 NY
Greenbrier Valley Airport,그란비어 밸리 공항,LWB,KLWB,북미,United States,미국,"Lewisburg, WV",루이스버그
Greene County Airport,그린 카운티 공항,WAY,KWAY,대양주,Australia,오스트레일리아,Whyalla,왜알라
Greenville-Spartanburg Airport,그린빌 스파르탄버그 공항,GSP,KGSP,북미,United States,미국,Greer SC,그리어 SC
Griffith Airport,그리피스 공항,GFF,YGTH,대양주,Australia,오스트레일리아,Griffith,그리피스
Grimsey Airport,그림지 공항,GRY,BIGR,유럽,Iceland,아이슬란드,Grimsey,그림지
Guadelupe Victoria Airport,과달루페 빅토리아 공항,DGO,MMDO,중남미,Mexico,멕시코,Durango,듀랑고
Guangyuan Panlong Airport,광원판롱 공항,GYS,ZUGU,아시아,China,중국,Guangyuan,광위안
Guanyin Airport,구아인 공항,XUZ,ZSXZ,아시아,Macao,마카오,Xuzhou,쉬저우
Guapi Airport,과피 공항,GPI,SKGP,중남미,Colombia,콜롬비아,Guapi,과피
Guararapes International Airport,과하라페즈 국제공항 ,REC,SBRF,중남미,Brazil,브라질,Recife,레시페
Guarulhos International Airport,과룰하스 국제공항,GRU,SBGR,중남미,Brazil,브라질,Sao Paulo,상파울루
Guelmim Airport,굴임 공항,GLN,GMAG,아프리카,Morocco,모로코,Goulimime,굴리마임
Gueret Airport,거렛 공항,MCU,LFBK,유럽,France,프랑스,Montlugon / Gueret,몽루곤 / 게레
Gueret Saint-Laurent Airport,거렛 상 로랭 공항,XGT,LFCE,유럽,France,프랑스,Gueret / Saint-Laurent,게레 / 생로랑
Guernsey Airport,건지 공항,GCI,EGJB,유럽,United Kingdom,영국,Guernsey,건지 주
Guglielmo Marconi Airport,구글리에모 마르코니 공항,BLQ,LIPE,유럽,Italy,이탈리아,Bologna,볼로냐
Guilin Liangjiang International Airport,구이린 리엥쟝 국제공항,KWL,ZGKL,아시아,China,중국,Guilin,구이린
Guipavas Airport,구이파바스 공항,BES,LFRB,유럽,France,프랑스,Brest,브레스트
Guiyang Longdongbao Airport,구이양 롱둥바오 공항,KWE,ZUGY,아시아,China,중국,Guiyang,구이양
Gulfport-Biloxi International Airport,걸포트 빌록시 국제공항,GPT,KGPT,북미,United States,미국,Gulfport MS,걸프포트 MS
Gumrak Airport,굼락 공항,VOG,URWW,유럽,Russia,러시아,Volgograd,볼고그라드
Gunnison County Airport,거니선 카운티 공항,GUC,KGUC,북미,United States,미국,Gunnison CO,건니슨 CO
Gunsan Airport,군산 공항,KUV,RKJK,아시아,Republic of Korea,대한민국,Gunsan,군산
Gurayat Domestic Airport,궈리아잇트 국내공항,URY,OEGT,중동,Saudi Arabia,사우디아라비아,Gurayat,구라야트
Gustavo Rojas Pinilla International Airport ,구스타브 로자스 피닐라 국제공항 ,ADZ,SKSP,중남미,Colombia,콜롬비아,San Andres,산 안드레스
Guyuan Liupanshan Airport,Guyuan Liupanshan Airport,GYU,ZLGY,아시아,China,중국,Guyuan,구위안
Gwadar International Airport,과다르 국제공항,GWD,OPGD,아시아,Pakistan,파키스탄,Gawadar,가와다르
Gwalior Airport / Maharajpur Air Force Base,관리오르 공항 ,GWL,VIGR,아시아,India,인도,Gwalior,귈리오르
Gwangju Airport,광주 공항,KWJ,RKJJ,아시아,Republic of Korea,대한민국,Gwangju,광주
H.A.S. Hanandjoeddin Airport,HAS 하난조에딘 국제공항,TJQ,WIKT,아시아,Indonesia,인도네시아,TANJUNG PANDAN,탄중판단
Habib Bourguiba International Airport,후비브 부르기바 국제공항,MIR,DTMB,아프리카,Tunisia,튀니지,Monastir,모나스티르
Hachijojima Airport,하치조이지마 공항,HAC,RJTH,아시아,Japan,일본,Hachijojima,하치조지마
Hagfors Airport,하그포스 공항,HFS,ESOH,유럽,Sweden,스웨덴,Hagfors,하그포스
Hahn Airport,한 공항,HHN,EDFH,유럽,Germany,독일,Hahn,한
Haifa International Airport ,하이파 국제공항 ,HFA,LLHA,중동,Israel,이스라엘,Haifa,하이파
Haikou Meilan International Airport,하이커우 메일런 국제공항,HAK,ZJHK,아시아,China,중국,Haikou,하이커우
Hail Regional Airport,하일 지역공항,HAS,OEHL,중동,Saudi Arabia,사우디아라비아,Hail,우박
Hailar Dongshan Airport,하이라얼 둥샨 공항,HLD,ZBLA,아시아,China,중국,Hailar,하이라르
Hakkari Yuksekova Airport,Hakkari Yuksekova Airport,YKO,LTCW,유럽,Turkey,터키,Yuksekova,육세코바
Hakodate Airport,하코다테 공항,HKD,RJCH,아시아,Japan,일본,Hakodate,하코다테
Halifax Robert L. Stanfield International Airport,핼리팩스 로버트 스탠필드 국제공항,YHZ,CYHZ,북미,Canada,캐나다,Halifax NS,핼리팩스 NS
Halim Perdanakusuma Airport,하림 페다나 쿠수마 공항,HLP,WIHH,아시아,Indonesia,인도네시아,Jakarta,자카르타
Halli Airport,할리 공항,KEV,EFHA,유럽,Finland,핀란드,Halli,할리
Halmstad Airport,할름스타드 공항,HAD,ESMT,유럽,Sweden,스웨덴,Halmstad,할름스타드
Hamadan Airport,하마단 공항,HDM,OIHH,중동,Iran,이란,Hamedan,하메단
Hami Airport,하미 공항,HMI,ZWHM,아시아,China,중국,Hami,하미
Hamilton Island Airport,헤밀튼아일랜드 공항,HTI,YBHM,대양주,Australia,오스트레일리아,Hamilton Island,해밀턴 섬
Hammerfest Airport,함메르페스트 공항,HFT,ENHF,유럽,Norway,노르웨이,Hammerfest,해머페스트
Hanamaki Airport,하나마키 공항,HNA,RJSI,아시아,Japan,일본,Hanamaki,하나마키
Hancock International Airport,핸콕 국제공항,SYR,KSYR,북미,United States,미국,Syracuse NY,시러큐스 NY
Handan Airport,한단 공항,HDG,ZBHD,아시아,China,중국,Handan,한단
Hangzhou Xiaoshan International Airport,항저우 지오샨 국제공항,HGH,ZSHC,아시아,China,중국,Hangzhou,항저우
Hanover / Langenhagen International Airport,하노버 랭젠히겐 국제공항,HAJ,EDDV,유럽,Germany,독일,Hanover,하노버
Hanzhong Airport,한중 공항,HZG,ZLHZ,아시아,China,중국,Hanzhong,한중
Harare International Airport,하라레 국제공항,HRE,FVHA,아프리카,Zimbabwe,짐바브웨,Harare,하라레
Harbin Taiping International Airport,하얼빈 타이팽 국제공항,HRB,ZYHB,아시아,China,중국,Harbin,하얼빈
Harrisburg International Airport,해리스버그 국제공항,MDT,KMDT,북미,United States,미국,Harrisburg PA,해리스버그 PA
Hartsfield-Jackson Atlanta International Airport,하츠필드 잭슨 애틀랜타 국제공항,ATL,KATL,북미,United States,미국,Atlanta GA,애틀랜타 GA
Hasanuddin Airport,하사누딘 공항,UPG,WAAA,아시아,Indonesia,인도네시아,Ujung Pandang,우정판당
Hassan Airport ,하산 공항,EUN,GMML,아프리카,Morocco,모로코,Laayoune,라유네
Hasvik Airport,하스비크 공항,HAA,ENHK,유럽,Norway,노르웨이,Hasvik,하스비크
Hat Yai International Airport,햇야이 국제공항,HDY,VTSS,아시아,Thailand,태국,Hat Yai,핫야이
Hatay Airport,하타이 공항,HTY,LTDA,유럽,Turkey,터키,Antakya,안타키야
Hateruma Airport,하테루마 공항,HTR,RORH,아시아,Japan,일본,Hateruma,하테루마
Hato International Airport ,하토 국제공항 ,CUR,TNCC,중남미,Curacao,퀴라소,Curagao,쿠라가오
Haukasen Airport,하우카젠 공항,SOG,ENSG,유럽,Norway,노르웨이,Sogndal,소그날
Havryshivka Vinnytsia International Airport,Havryshivka Vinnytsia 국제 공항,VIN,UKWW,유럽,Ukraine,우크라이나,Vinnytsia,비니차
Hawarden Airport,후워든 공항,CEG,EGNR,유럽,United Kingdom,영국,Hawarden,하워든
Heathrow Airport,히드로우 공항,LHR,EGLL,유럽,United Kingdom,영국,London,런던
Hechi Jinchengjiang Airport,Hechi Jinchengjiang Airport,HCJ,ZGHC,아시아,China,중국,Hechi,헤치
Hefei Luogang International Airport,허페이 루와강 국제공항,HFE,ZSOF,아시아,China,중국,Hefei,허페이
Heihe Airport,헤이허 공항,HEK,ZYHE,아시아,China,중국,Heihe,헤이허
Heliport De Paris Airport,헬리콥터드파리공항,JDP,LFPI,유럽,France,프랑스,Issy-les-Moulineaux,이시레물리노
Helle Airport,헬레 공항,SVJ,ENSH,유럽,Norway,노르웨이,Svolvaer,스볼베어
Helsinki-Vantaa Airport,헬싱키 반타 공항,HEL,EFHK,유럽,Finland,핀란드,Helsinki,헬싱키
Hemavan Airport,히마밴 공항,HMV,ESUT,유럽,Sweden,스웨덴,Hemavan,헤마반
Henderson Municipal Airport,핸더슨 시공항,HSH,KHND,북미,United States,미국,Las Vegas NV,라스베이거스 NV
Hengyang Airport,헝양 공항,HNY,ZGHY,아시아,China,중국,Hengyang,헝양
Hercilio Luz Airport,헤르칠리오 후즈 공항,FLN,SBFL,중남미,Brazil,브라질,Florianopolis,플로리아노폴리스
Hermes Quijada Airport,헤르미스 퀴야다 공항,RGA,SAWE,중남미,Argentina,아르헨티나,Rio Grande,리오그란데
Herndon Airport,헌던 공항,ORL,KORL,북미,United States,미국,Orlando FL,올랜도 FL
Hervey Bay Airport,허비베이 공항,HVB,YHBA,대양주,Australia,오스트레일리아,Hervey Bay,허베이 만
Herzliya Airport,허 즐리 야 공항,HRZ,LLHZ,중동,Israel,이스라엘,Herzlia,헤르츨리아
Hewanorra Airport,헤와노라 공항,UVF,TLPL,중남미,Saint Lucia,세인트루시아,St Lucia,세인트루시아
Heydar Aliyev International Airport,하이다르 알리예프 국제 공항,GYD,UBBB,아시아,Azerbaijan,아제르바이잔,Baku,바쿠
Hierro Airport,히에로 공항,VDE,GCHI,유럽,Spain,스페인,Hierro,히에로
Hihifo Airport,히히포 공항,WLS,NLWW,아시아,Wallis and Futuna,왈리스푸투나,Hihifo,히히포
Hikueru Airport,히쿠에루 공항,HHZ,NTGH,대양주,French Plynesia,프랑스령폴리네시아,Hikueru,히쿠에루
Hilo International Airport,힐로 국제공항,ITO,PHTO,북미,United States,미국,Hilo HI,히로히
Hindon Airport,힌돈 공항,VDX,VIDX,아시아,India,인도,Ghaziabad ,가지바드
Hirara Airport,히라라 공항,MMY,ROMY,아시아,Japan,일본,Miyakojima,미야코지마
Hiroshima International Airport,히로시마 국제공항,HIJ,RJOA,아시아,Japan,일본,Hiroshima,히로시마
Hisar Airport,히사르 공항,HSS,VIHR,아시아,India,인도,Hisar ,히사르
Hobart International Airport,호바트 국제공항,HBA,YMHB,대양주,Australia,오스트레일리아,Hobart,호바트
Hobby Airport,하비 공항,HOU,KHOU,북미,United States,미국,Houston TX,휴스턴 TX
Hoeybuktmoen Airport,후에이벅트묀 공항,KKN,ENKR,유럽,Norway,노르웨이,Kirkenes,키르케네스
Hohhot Baita International Airport,호홋 바이타 국제공항,HET,ZBHH,아시아,China,중국,Hohhot,호핫
Hokkaido Airport,홋카이도 공항,WKJ,RJCW,아시아,Japan,일본,Wakkanai,왓카나이
Holingol Huolinhe Airport,Holingol Huolinhe 공항,HUO,ZBHZ,아시아,China,중국,Holingol,홀린골
Hong Kong International Airport ,홍콩 국제공항 ,HKG,VHHH,아시아,Hong Kong,홍콩,Hong Kong,홍콩
Hongqiao Airport,홍챠오 공항,SHA,ZSSS,아시아,Macao,마카오,Shanghai,상하이
Hongyuan Airport,홍원 공항,AHJ,ZUHY,아시아,Hong Kong,홍콩,Hongyuan,훙위안
Honolulu International Airport,호놀룰루 국제공항,HNL,PHNL,북미,United States,미국,Honolulu HI,호놀룰루 HI
Horn Island,혼아일랜드 공항,TIS,YHID,대양주,Australia,오스트레일리아,Thursday Island,써스데이 섬
Hornafjordur Airport,호나표드르 공항,HFN,BIHN,유럽,Iceland,아이슬란드,Hofn,호프른
Horta Airport,호르타 공항,HOR,LPHR,유럽,Portugal,포르투갈,Horta,호르타
Hosea Kutako International Airport,호세아 쿠타코 국제공항,WDH,FYWH,아프리카,Namibia,나미비아,Windhoek,윈드후크
Hotan Airport,호텐 공항,HTN,ZWTN,아시아,China,중국,Hetian,허톈
Houari Boumediene Airport,훼리 부미딘 공항,ALG,DAAG,아프리카,Algeria,알제리,Algiers,알제
Hovden Airport,호프덴 공항,HOV,ENOV,유럽,Norway,노르웨이,Orsta,오르스타
Hua Hin Airport,후하힌 공항,HHQ,VTPH,아시아,Thailand,태국,Hua Hin,화힌
Huaian Lianshui Airport,화이안 Lianshui 공항,HIA,ZSSH,아시아,Hong Kong,홍콩,Huaian,화이안
Huaihua Zhijiang Airport,화이아 지장 공항,HJJ,ZGCJ,아시아,Macao,마카오,Zhi Jiang,지장
Hualien Airport,화롄 / 화련 /후알리엔 공항,HUN,RCYU,아시아,Chinese Taipei,대만,Hualien,화롄
Huang Guo Shu Airport,후앙구오수공항,AVA,,아시아,China,중국,Anshun,안순
Huangshan Tunxi International Airport,황산 턴시 국제공항,TXN,ZSTX,아시아,Hong Kong,홍콩,Huangshan,황산
Huangyan Luqiao Airport,황암구 리쨔오 공항,HYN,ZSLQ,아시아,Macao,마카오,Taizhou,타이저우
Huatugou Airport,화투구 공항,HTT,ZLHX,아시아,Hong Kong,홍콩,Huatugou,화투구
Hubli Airport / Hubli Air Force Base,후블리,HBX,VOHB,아시아,India,인도,Hubli,후블리
Huejotsingo Airport ,후에조트싱고 공항 ,PBC,MMPB,중남미,Mexico,멕시코,Puebla,푸에블라
Huesca / Pirineos Airport,우에스카 / 피리네오스 공항,HSK,LEHC,유럽,Spain,스페인,Huesca-Pirineos,우에스카피리네오스
Huizhou Pingtan Airport,혜주 핑탄 공항,HUZ,ZGHZ,아시아,Macao,마카오,Pingtan,핑탄
Humacao Airport,휴마카오 공항,HUC,ZLHX,중남미,Puerto Rico,푸에르토리코,Humacao,후마카오
Humberside Airport,험버사이드 공항,HUY,EGNJ,유럽,United Kingdom,영국,Humberside,험버사이드
Huntsville International Airport,헌츠빌 국제공항,HSV,KHSV,북미,United States,미국,Huntsville AL,헌츠빌 AL
Hurghada International Airport,허가다 국제공항,HRG,HEGN,아프리카,Egypt,이집트,Hurghada,후르가다
Husavik Airport,후자빅 공항,HZK,BIHU,유럽,Iceland,아이슬란드,Husavik,후사빅
Husein Sastranegara Airport,후세인 사스트라네가라 공항,BDO,WICC,아시아,Indonesia,인도네시아,Bandung,반둥
Hyakuri Airport ,히야쿠리 공항,IBR,RJAH,아시아,Japan,일본,Ibaraki,이바라키
Hyderabad Airport,하이데라바드 공항,HDD,OPKD,아시아,Pakistan,파키스탄,Hyderabad,하이데라바드
Iasi International Airport,이아시 국제공항,IAS,LRIA,유럽,Romania,루마니아,Iasi,이아시
Ibadan Airport,이바단 공항,IBA,DNIB,아프리카,Nigeria,나이지리아,Ibadan,이바단
Ibiza Airport,이비사 공항,IBZ,LEIB,유럽,Spain,스페인,Ibiza,이비자
Idaho Falls Municipal Airport,아이다호폴스 시공항,IDA,KIDA,북미,United States,미국,Idaho Falls ID,아이다호 폭포 ID
Iejima Airport,레지마 공항,IEJ,RORE,아시아,Japan,일본,Iejima,이에지마
Igdır Airport,Igdır 공항,IGD,LTCT,유럽,Turkey,터키,Igdir,이그디르
Ignacio Agramonte International Airport,이그나시오 아그라몬테 국제공항,CMW,MUCM,중남미,Cuba,쿠바,Camaguey ,카마게이
Ignatyevo Airport,이냐체프 공항,BQS,UHBB,유럽,Russia,러시아,Blagovenschensk,블라고벤셴스크
Ikaria Island National Airport,이카리아 아일랜드 내셔널 공항,JIK,LGIK,유럽,Greece,그리스,Ikaria,이카리아
Iki Airport,이키 공항,IKI,RJDB,아시아,Japan,일본,Iki,이키
Ilam Airport,Ilam 공항,IIL,OICI,중동,Iran,이란,Ilam,일람
Ile dYeu Airport,일레드유 공항,IDY,LFEY,유럽,France,프랑스,Ile dYeu,일리드유
Ilheus Jorge Amado Airport,일에우스 호르헤 아마도 공항,IOS,SBIL,중남미,Brazil,브라질,Ilheus,일헤우스
Ilo Airport,일로 공항,ILQ,SPLO,중남미,Peru,페루,Ilo ,일로
Iloilo International Airport,일로일로 국제공항,ILO,RPVI,아시아,Philippines,필리핀,Iloilo,일로일로
Ilopango International Airport,일로팡고 국제공항,ILS,MSSS,중남미,El Salvador,엘살바드로,San Salvador ,산살바도르
Ilorin International Airport,일로린 국제공항,ILR,DNIL,아프리카,Nigeria,나이지리아,Ilorin,일로린
Imam Khomeini International Airport,아맘 호메이티 국제공항,IKA,OIIE,중동,Iran,이란,Tehran,테헤란
Imo Airport,이모 공항 ,QOW,DNIM,아프리카,Nigeria,나이지리아,Owerri,오워리
Imphal Municipal Airport,임팔 시공항,IMF,VEIM,아시아,India,인도,Imphal,임팔
Inca Manco Capac International Airport,잉카 망코 카팍 국제공항,JUL,SPJL,중남미,Peru,페루,Juliaca,훌리아카
Incheon International Airport,인천 국제공항,ICN,RKSI,아시아,Republic of Korea,대한민국,Incheon,인천
Indianapolis International Airport,인디애나폴리스 국제공항,IND,KIND,북미,United States,미국,Indianapolis IN,인디애나폴리스 IN
Indira Gandhi International Airport,인디라 간디 국제공항,DEL,VIDP,아시아,India,인도,New Delhi,뉴델리
Inhaca Airport,인하카 공항,IHC,FQIA,아프리카,Mozambique,모잠비크,Inhaca,이나카
Inhambane Airport,이냠바네 공항,INH,FQIN,아프리카,Mozambique,모잠비크,Inhambane,이넘베인
Inverness Airport,인버니스 공항,INV,EGPE,유럽,United Kingdom,영국,Inverness,인버네스
Ioannis Daskalogiannis ,이오아니스 다스칼로지아니스 ,CHQ,LGSA,유럽,Greece,그리스,Chania,차니아
Ippokratis International Airport ,히포크라테스 국제공항 ,KGS,LGKO,유럽,Greece,그리스,Kos,코스
Iranshahr Airport,Iranshahr 공항,IHR,OIZI,중동,Iran,이란,Iran Shahr,이란 샤르
Ireland West Airport Knock,아일랜드 웨스트 녹크 공항,NOC,EIKN,유럽,Ireland,아일랜드,Knock,노크
Irkutsk International Airport,이르쿠츠크 국제공항,IKT,UIII,유럽,Russia,러시아,Irkutsk,이르쿠츠크
Isafjordur Airport,이사표도르 공항,IFJ,BIIS,유럽,Iceland,아이슬란드,Isafjordur,이사피요르두르
Isfahan International Airport ,이스파한 국제공항 ,IFN,OIFM,중동,Iran,이란,Isfahan,이스파한
Ishigaki Airport,이시가키 공항,ISG,ROIG,아시아,Japan,일본,Ishigaki,이시가키
